iter	Passed	Remaining
617	2830	1749
618	2834	1744
619	2838	1739
620	2843	1735
621	2847	1730
622	2851	1725
623	2856	1721
624	2860	1716
625	2864	1711
626	2869	1706
627	2873	1702
628	2877	1697
629	2881	1692
630	2885	1687
631	2889	1682
632	2893	1677
633	2897	1672
634	2902	1668
635	2905	1663
636	2910	1658
637	2914	1653
638	2918	1648
639	2923	1644
640	2928	1640
641	2932	1635
642	2937	1630
643	2944	1627
644	2948	1622
645	2953	1618
646	2958	1614
647	2963	1609
648	2967	1605
649	2972	1600
650	2978	1596
651	2982	1591
652	2986	1587
653	2990	1582
654	2995	1578
655	3000	1573
656	3004	1568
657	3009	1564
658	3013	1559
659	3018	1555
660	3022	1550
661	3027	1545
662	3032	1541
663	3036	1536
664	3040	1531
665	3044	1526
666	3048	1522
667	3053	1517
668	3057	1512
669	3061	1507
670	3065	1503
671	3070	1498
672	3074	1493
673	3078	1489
674	3082	1484
675	3086	1479
676	3091	1475
677	3096	1470
678	3100	1465
679	3104	1460
680	3108	1456
681	3112	1451
682	3116	1446
683	3120	1441
684	3124	1437
685	3128	1432
686	3133	1427
687	3137	1422
688	3141	1418
689	3145	1413
690	3150	1408
691	3155	1404
692	3159	1399
693	3163	1395
694	3168	1390
695	3172	1385
696	3176	1380
697	3180	1376
698	3184	1371
699	3189	1366
700	3193	1362
701	3197	1357
702	3201	1352
703	3206	1348
704	3210	1343
705	3215	1339
706	3219	1334
707	3224	1329
708	3229	1325
709	3233	1320
710	3237	1315
711	3241	1311
712	3245	1306
713	3249	1301
714	3253	1297
715	3257	1292
716	3261	1287
717	3266	1282
718	3270	1278
719	3274	1273
720	3279	1268
721	3283	1264
722	3287	1259
723	3291	1254
724	3296	1250
725	3300	1245
726	3304	1240
727	3309	1236
728	3313	1231
729	3318	1227
730	3322	1222
731	3326	1217
732	3330	1213
733	3335	1208
734	3340	1204
735	3344	1199
736	3348	1195
737	3353	1190
738	3358	1186
739	3363	1181
740	3367	1176
741	3371	1172
742	3375	1167
743	3379	1162
744	3383	1158
745	3388	1153
746	3392	1149
747	3396	1144
748	3400	1139
749	3404	1134
750	3408	1130
751	3412	1125
752	3416	1120
753	3420	1115
754	3424	1111
755	3429	1106
756	3433	1102
757	3437	1097
758	3441	1092
759	3445	1088
760	3450	1083
761	3454	1078
762	3457	1074
763	3462	1069
764	3466	1064
765	3470	1060
766	3475	1055
767	3479	1051
768	3483	1046
769	3488	1041
770	3492	1037
771	3496	1032
772	3500	1028
773	3505	1023
774	3509	1018
775	3513	1014
776	3518	1009
777	3522	1005
778	3527	1000
779	3532	996
780	3536	991
781	3540	987
782	3544	982
783	3549	978
784	3554	973
785	3559	969
786	3564	964
787	3568	960
788	3573	955
789	3577	950
790	3581	946
791	3586	941
792	3590	937
793	3594	932
794	3599	928
795	3603	923
796	3608	919
797	3612	914
798	3616	909
799	3620	905
800	3625	900
801	3629	896
802	3634	891
803	3638	887
804	3642	882
805	3646	877
806	3651	873
807	3655	868
808	3659	863
809	3663	859
810	3668	854
811	3672	850
812	3676	845
813	3680	841
814	3684	836
815	3690	832
816	3694	827
817	3698	822
818	3703	818
819	3707	813
820	3711	809
821	3716	804
822	3720	800
823	3724	795
824	3728	790
825	3733	786
826	3738	781
827	3742	777
828	3747	772
829	3752	768
830	3758	764
831	3762	759
832	3766	755
833	3770	750
834	3775	745
835	3779	741
836	3783	736
837	3787	732
838	3792	727
839	3795	722
840	3800	718
841	3804	713
842	3809	709
843	3813	704
844	3817	700
845	3821	695
846	3826	691
847	3830	686
848	3834	681
849	3838	677
850	3842	672
851	3847	668
852	3851	663
853	3856	659
854	3860	654
855	3864	650
856	3869	645
857	3873	641
858	3877	636
859	3881	631
860	3885	627
861	3889	622
862	3894	618
863	3898	613
864	3902	609
865	3906	604
866	3911	600
867	3915	595
868	3920	591
869	3925	586
870	3929	581
871	3933	577
872	3937	572
873	3942	568
874	3946	563
875	3951	559
876	3956	554
877	3960	550
878	3964	545
879	3968	541
880	3973	536
881	3977	532
882	3981	527
883	3985	523
884	3989	518
885	3994	513
886	3998	509
887	4002	504
888	4006	500
889	4010	495
890	4015	491
891	4019	486
892	4023	482
893	4028	477
894	4032	473
895	4036	468
896	4040	463
897	4044	459
898	4048	454
899	4053	450
900	4057	445
901	4062	441
902	4066	436
903	4070	432
904	4074	427
905	4079	423
906	4083	418
907	4087	414
908	4091	409
909	4096	405
910	4100	400
911	4104	396
912	4108	391
913	4112	386
914	4116	382
915	4120	377
916	4125	373
917	4129	368
918	4134	364
919	4138	359
920	4143	355
921	4148	350
922	4153	346
923	4157	341
924	4161	337
925	4165	332
926	4170	328
927	4174	323
928	4178	319
929	4182	314
930	4187	310
931	4191	305
932	4195	301
933	4200	296
934	4204	292
935	4208	287
936	4213	283
937	4217	278
938	4221	274
939	4226	269
940	4231	265
941	4235	260
942	4239	256
943	4243	251
944	4247	247
945	4251	242
946	4255	238
947	4259	233
948	4263	229
949	4267	224
950	4271	220
951	4276	215
952	4280	211
953	4285	206
954	4289	202
955	4293	197
956	4297	193
957	4302	188
958	4307	184
959	4311	179
960	4316	175
961	4320	170
962	4325	166
963	4329	161
964	4333	157
965	4337	152
966	4342	148
967	4348	143
968	4353	139
969	4358	134
970	4363	130
971	4368	125
972	4373	121
973	4377	116
974	4383	112
975	4388	107
976	4392	103
977	4397	98
978	4403	94
979	4407	89
980	4413	85
981	4418	80
982	4422	76
983	4426	71
984	4431	67
985	4435	62
986	4440	58
987	4445	53
988	4449	49
989	4455	45
990	4459	40
991	4464	36
992	4469	31
993	4473	27
994	4477	22
995	4481	17
996	4486	13
997	4490	8
998	4495	4
999	4499	0
